SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_STATUS,AMT_APPLICATION,AMT_CREDIT,AMT_ANNUITY,AMT_DOWN_PAYMENT,RATE_DOWN_PAYMENT,DAYS_DECISION,CNT_PAYMENT,NAME_YIELD_GROUP
1003369,101084,Refused,131000.0,0.0,0.0,0.0,0.1133,-15,24.0,middle
1003370,101084,Refused,554000.0,0.0,0.0,0.0,0.2478,-2150,18.0,XNA
1003371,101085,Approved,132000.0,101000.0,8500.0,13300.0,0.1416,-1183,36.0,low_normal
1003372,101086,Approved,102000.0,100000.0,5200.0,1200.0,0.2175,-470,48.0,XNA
1003373,101086,Approved,93000.0,80000.0,2400.0,8300.0,0.0559,-829,12.0,middle
1003374,101086,Refused,38000.0,0.0,0.0,0.0,0.0116,-1457,36.0,low_action
1003375,101086,Refused,31000.0,0.0,0.0,0.0,0.1982,-2406,48.0,low_action
1003376,101086,Refused,1255000.0,0.0,0.0,0.0,0.2013,-2003,18.0,XNA
1003377,101087,Refused,216000.0,0.0,0.0,0.0,0.2082,-732,48.0,XNA
1003378,101087,Canceled,60000.0,58000.0,1600.0,200.0,0.0947,-2862,36.0,low_normal
1003379,101087,Approved,99000.0,90000.0,5300.0,16400.0,0.1597,-2875,18.0,low_action
1003380,101087,Approved,410000.0,403000.0,23400.0,27800.0,0.0216,-1808,36.0,low_normal
1003381,101088,Approved,83000.0,81000.0,2300.0,6200.0,0.1574,-524,24.0,middle
1003382,101088,Approved,75000.0,62000.0,2900.0,2100.0,0.0804,-2774,24.0,high
1003383,101088,Refused,128000.0,0.0,0.0,0.0,0.0008,-1375,12.0,low_action
1003384,101088,Refused,509000.0,0.0,0.0,0.0,0.2286,-2745,48.0,high
1003385,101089,Refused,215000.0,0.0,0.0,0.0,0.005,-898,48.0,high
1003386,101089,Refused,443000.0,0.0,0.0,0.0,0.1111,-156,10.0,low_action
1003387,101089,Approved,178000.0,176000.0,13200.0,15400.0,0.2102,-652,36.0,low_normal
1003388,101090,Refused,84000.0,0.0,0.0,0.0,0.0626,-96,12.0,low_action
1003389,101090,Approved,137000.0,112000.0,11000.0,8500.0,0.23,-1617,24.0,XNA
1003390,101090,Refused,219000.0,0.0,0.0,0.0,0.2473,-2238,10.0,middle
1003391,101090,Approved,609000.0,493000.0,13900.0,61900.0,0.2001,-617,12.0,middle
1003392,101090,Approved,121000.0,122000.0,11600.0,21700.0,0.1941,-395,10.0,low_normal
1003393,101090,Refused,22000.0,0.0,0.0,0.0,0.217,-29,18.0,high
1003394,101090,Refused,402000.0,0.0,0.0,0.0,0.2232,-1395,12.0,XNA
1003395,101092,Canceled,280000.0,250000.0,8900.0,38500.0,0.0969,-1051,36.0,middle
1003396,101092,Refused,103000.0,0.0,0.0,0.0,0.0307,-362,24.0,XNA
1003397,101092,Refused,27000.0,0.0,0.0,0.0,0.0848,-1270,6.0,low_normal
1003398,101093,Canceled,139000.0,144000.0,6300.0,5700.0,0.2094,-1332,12.0,low_action
1003399,101093,Canceled,599000.0,500000.0,47200.0,96800.0,0.0548,-98,48.0,XNA
1003400,101094,Refused,62000.0,0.0,0.0,0.0,0.1495,-303,24.0,XNA
1003401,101094,Canceled,33000.0,32000.0,1300.0,4000.0,0.0809,-994,18.0,low_normal
1003402,101094,Approved,34000.0,33000.0,1000.0,200.0,0.1399,-240,6.0,middle
1003403,101094,Approved,306000.0,299000.0,16300.0,3700.0,0.0171,-1306,10.0,high
1003404,101094,Refused,164000.0,0.0,0.0,0.0,0.1415,-851,48.0,middle
1003405,101094,Approved,44000.0,40000.0,2500.0,6600.0,0.1334,-2610,18.0,middle
1003406,101095,Approved,125000.0,105000.0,2900.0,8400.0,0.034,-1578,24.0,middle
1003407,101096,Refused,261000.0,0.0,0.0,0.0,0.0723,-701,6.0,middle
1003408,101096,Approved,301000.0,283000.0,11500.0,14400.0,0.196,-2532,10.0,XNA
1003409,101096,Approved,190000.0,180000.0,14500.0,18000.0,0.1775,-2677,18.0,low_normal
1003410,101097,Canceled,82000.0,80000.0,2600.0,8700.0,0.0062,-2132,24.0,middle
1003411,101097,Approved,816000.0,639000.0,38300.0,49600.0,0.1827,-2087,6.0,low_action
1003412,101098,Refused,13000.0,0.0,0.0,0.0,0.1952,-1725,10.0,XNA
1003413,101099,Refused,74000.0,0.0,0.0,0.0,0.1485,-2535,18.0,middle
1003414,101099,Canceled,68000.0,60000.0,2500.0,6000.0,0.1828,-455,18.0,low_action
1003415,101099,Refused,53000.0,0.0,0.0,0.0,0.2499,-2329,36.0,high
1003416,101099,Approved,89000.0,93000.0,5200.0,9500.0,0.0544,-299,36.0,middle
1003417,101100,Approved,33000.0,28000.0,1200.0,5300.0,0.0039,-603,24.0,low_normal
1003418,101100,Approved,215000.0,216000.0,7500.0,11700.0,0.1255,-1461,12.0,low_normal
1003419,101101,Refused,118000.0,0.0,0.0,0.0,0.0573,-2423,36.0,high
1003420,101101,Approved,136000.0,124000.0,9400.0,7600.0,0.0988,-2806,6.0,low_normal
1003421,101101,Canceled,168000.0,132000.0,10000.0,2200.0,0.0237,-383,24.0,low_action
1003422,101102,Approved,270000.0,220000.0,15900.0,15300.0,0.0158,-2241,6.0,XNA
1003423,101102,Refused,60000.0,0.0,0.0,0.0,0.1477,-1658,48.0,low_action
1003424,101102,Approved,92000.0,70000.0,5000.0,8500.0,0.1109,-1821,10.0,low_normal
1003425,101102,Approved,56000.0,58000.0,1600.0,8600.0,0.1517,-1189,10.0,low_action
1003426,101102,Approved,142000.0,146000.0,11000.0,22900.0,0.0093,-1608,12.0,low_normal
1003427,101103,Approved,76000.0,63000.0,5700.0,9500.0,0.1922,-2788,12.0,low_action
1003428,101104,Canceled,24000.0,19000.0,600.0,600.0,0.1108,-1388,6.0,low_normal
1003429,101104,Refused,215000.0,0.0,0.0,0.0,0.05,-951,12.0,low_action
1003430,101104,Refused,112000.0,0.0,0.0,0.0,0.1188,-1030,6.0,low_normal
1003431,101104,Refused,1515000.0,0.0,0.0,0.0,0.2342,-1955,12.0,middle
1003432,101105,Refused,75000.0,0.0,0.0,0.0,0.0313,-163,10.0,middle
1003433,101105,Approved,149000.0,123000.0,4400.0,22300.0,0.0299,-1072,24.0,low_normal
1003434,101108,Refused,828000.0,0.0,0.0,0.0,0.2417,-2130,6.0,low_normal
1003435,101108,Refused,125000.0,0.0,0.0,0.0,0.1677,-1162,12.0,low_normal
1003436,101108,Approved,121000.0,110000.0,3700.0,9000.0,0.1492,-760,48.0,high
1003437,101108,Refused,57000.0,0.0,0.0,0.0,0.0482,-2858,24.0,middle
1003438,101108,Approved,203000.0,179000.0,8000.0,1900.0,0.0731,-2644,10.0,high
1003439,101108,Approved,39000.0,32000.0,900.0,0.0,0.166,-1895,10.0,middle
1003440,101108,Refused,68000.0,0.0,0.0,0.0,0.1708,-1323,6.0,high
1003441,101109,Canceled,1845000.0,1876000.0,147600.0,361000.0,0.247,-1015,6.0,low_normal
1003442,101109,Refused,338000.0,0.0,0.0,0.0,0.0858,-1435,36.0,high
1003443,101109,Approved,51000.0,53000.0,1800.0,4200.0,0.2038,-2717,12.0,XNA
1003444,101109,Refused,228000.0,0.0,0.0,0.0,0.0007,-77,18.0,low_normal
1003445,101110,Refused,198000.0,0.0,0.0,0.0,0.139,-2153,48.0,low_action
1003446,101110,Refused,29000.0,0.0,0.0,0.0,0.1551,-2655,10.0,middle
1003447,101111,Refused,188000.0,0.0,0.0,0.0,0.2067,-2189,10.0,low_normal
1003448,101111,Refused,224000.0,0.0,0.0,0.0,0.1248,-1904,48.0,low_normal
1003449,101112,Refused,453000.0,0.0,0.0,0.0,0.1926,-1502,36.0,middle
1003450,101112,Approved,45000.0,42000.0,1600.0,800.0,0.0247,-1274,10.0,high
1003451,101112,Refused,168000.0,0.0,0.0,0.0,0.0473,-1744,10.0,low_action
1003452,101112,Approved,38000.0,34000.0,2800.0,5900.0,0.243,-1005,6.0,low_normal
1003453,101112,Approved,157000.0,137000.0,4800.0,9800.0,0.0709,-117,12.0,middle
1003454,101112,Refused,27000.0,0.0,0.0,0.0,0.104,-862,36.0,XNA
1003455,101115,Approved,121000.0,112000.0,3700.0,8300.0,0.1392,-1710,24.0,low_action
1003456,101115,Canceled,47000.0,40000.0,2100.0,6500.0,0.1519,-1278,18.0,XNA
1003457,101115,Approved,26000.0,27000.0,1000.0,3800.0,0.1016,-1849,24.0,middle
1003458,101115,Approved,72000.0,54000.0,4800.0,9700.0,0.0402,-2132,10.0,middle
1003459,101115,Approved,87000.0,88000.0,2600.0,10200.0,0.1812,-1564,48.0,low_normal
1003460,101116,Approved,126000.0,102000.0,2800.0,15100.0,0.0026,-1129,18.0,middle
1003461,101116,Refused,113000.0,0.0,0.0,0.0,0.0303,-1289,12.0,middle
1003462,101116,Refused,80000.0,0.0,0.0,0.0,0.1617,-2795,6.0,middle
1003463,101117,Approved,203000.0,167000.0,5500.0,17900.0,0.2049,-1564,48.0,high
1003464,101117,Refused,125000.0,0.0,0.0,0.0,0.0147,-2149,36.0,XNA
1003465,101117,Refused,144000.0,0.0,0.0,0.0,0.0701,-871,24.0,high
1003466,101117,Refused,36000.0,0.0,0.0,0.0,0.1113,-2542,12.0,XNA
1003467,101117,Approved,33000.0,31000.0,900.0,6100.0,0.2158,-2311,18.0,middle
1003468,101117,Refused,88000.0,0.0,0.0,0.0,0.1505,-1235,36.0,low_action
1003469,101118,Approved,262000.0,252000.0,10600.0,23600.0,0.2485,-2865,48.0,low_action
1003470,101118,Refused,220000.0,0.0,0.0,0.0,0.1887,-1176,24.0,middle
1003471,101118,Refused,11000.0,0.0,0.0,0.0,0.0973,-913,12.0,XNA
1003472,101118,Approved,286000.0,294000.0,22800.0,36400.0,0.0372,-1820,48.0,high
1003473,101118,Approved,109000.0,114000.0,3100.0,3300.0,0.0156,-1893,12.0,XNA
1003474,101118,Approved,33000.0,25000.0,700.0,400.0,0.078,-282,36.0,middle
1003475,101118,Approved,174000.0,181000.0,11400.0,11700.0,0.2483,-2741,6.0,low_normal
1003476,101119,Refused,27000.0,0.0,0.0,0.0,0.2229,-2850,6.0,XNA
1003477,101119,Approved,48000.0,45000.0,1500.0,3800.0,0.1846,-1556,10.0,XNA
1003478,101120,Refused,106000.0,0.0,0.0,0.0,0.0414,-2222,24.0,low_action
1003479,101120,Approved,81000.0,67000.0,2200.0,7000.0,0.15,-2270,48.0,low_action
1003480,101120,Refused,90000.0,0.0,0.0,0.0,0.0526,-1113,36.0,high
1003481,101120,Approved,309000.0,269000.0,11000.0,47200.0,0.0908,-1058,12.0,high
1003482,101120,Approved,62000.0,59000.0,1600.0,2400.0,0.1786,-2521,18.0,XNA
1003483,101121,Refused,15000.0,0.0,0.0,0.0,0.1983,-1416,18.0,low_normal
1003484,101121,Canceled,100000.0,93000.0,2400.0,10600.0,0.0191,-2813,6.0,low_action
1003485,101121,Refused,279000.0,0.0,0.0,0.0,0.0219,-803,36.0,low_normal
1003486,101121,Refused,37000.0,0.0,0.0,0.0,0.223,-1276,12.0,high
1003487,101121,Refused,23000.0,0.0,0.0,0.0,0.0945,-521,24.0,middle
1003488,101122,Approved,241000.0,210000.0,8200.0,17100.0,0.2383,-2042,36.0,low_normal
1003489,101122,Approved,18000.0,19000.0,1500.0,1400.0,0.1606,-236,24.0,high
1003490,101123,Approved,47000.0,46000.0,2200.0,2500.0,0.1623,-1510,6.0,middle
1003491,101123,Approved,168000.0,141000.0,11000.0,11700.0,0.1433,-1791,10.0,low_normal
1003492,101123,Approved,431000.0,380000.0,16500.0,16800.0,0.0303,-1142,18.0,low_action
1003493,101123,Refused,77000.0,0.0,0.0,0.0,0.1234,-2630,24.0,middle
1003494,101123,Approved,27000.0,23000.0,800.0,100.0,0.0714,-2266,48.0,XNA
1003495,101123,Refused,126000.0,0.0,0.0,0.0,0.11,-1228,10.0,low_action
1003496,101124,Refused,328000.0,0.0,0.0,0.0,0.208,-2014,12.0,middle
1003497,101124,Refused,58000.0,0.0,0.0,0.0,0.2413,-572,18.0,high
1003498,101124,Refused,75000.0,0.0,0.0,0.0,0.1002,-201,6.0,low_action
1003499,101124,Approved,238000.0,250000.0,7300.0,27100.0,0.1337,-6,48.0,XNA
1003500,101125,Approved,1053000.0,878000.0,23300.0,61300.0,0.1678,-2057,6.0,low_normal
1003501,101125,Approved,147000.0,127000.0,4000.0,13900.0,0.0751,-1394,6.0,high
1003502,101125,Canceled,15000.0,12000.0,1100.0,600.0,0.1381,-490,6.0,low_action
1003503,101125,Approved,79000.0,82000.0,3500.0,6300.0,0.1534,-2806,10.0,low_action
1003504,101126,Refused,244000.0,0.0,0.0,0.0,0.1944,-812,18.0,XNA
1003505,101126,Approved,54000.0,55000.0,3700.0,2800.0,0.1781,-822,18.0,high
1003506,101126,Refused,182000.0,0.0,0.0,0.0,0.0457,-2513,6.0,low_normal
1003507,101126,Approved,162000.0,133000.0,10000.0,7800.0,0.2451,-1566,12.0,low_normal
1003508,101126,Approved,18000.0,17000.0,1300.0,0.0,0.0979,-774,18.0,XNA
1003509,101126,Refused,247000.0,0.0,0.0,0.0,0.0073,-1602,24.0,XNA
1003510,101127,Refused,281000.0,0.0,0.0,0.0,0.0665,-2436,18.0,middle
1003511,101127,Approved,385000.0,401000.0,17200.0,25900.0,0.0543,-2428,24.0,low_action
1003512,101127,Refused,166000.0,0.0,0.0,0.0,0.1729,-2250,12.0,middle
1003513,101127,Approved,124000.0,100000.0,4300.0,13300.0,0.1777,-1370,36.0,low_action
1003514,101128,Approved,197000.0,204000.0,19000.0,15100.0,0.0549,-2478,36.0,low_action
1003515,101128,Refused,971000.0,0.0,0.0,0.0,0.145,-2712,24.0,high
1003516,101128,Approved,178000.0,137000.0,9200.0,7300.0,0.1616,-740,18.0,low_normal
1003517,101128,Approved,264000.0,206000.0,7200.0,3800.0,0.0732,-92,10.0,high
1003518,101129,Approved,30000.0,28000.0,1000.0,900.0,0.0105,-2360,10.0,high
1003519,101129,Approved,29000.0,25000.0,800.0,3500.0,0.226,-2842,24.0,high
1003520,101129,Approved,175000.0,160000.0,5900.0,18800.0,0.1812,-2665,12.0,low_action
1003521,101129,Refused,289000.0,0.0,0.0,0.0,0.0985,-2574,24.0,middle
1003522,101130,Refused,20000.0,0.0,0.0,0.0,0.0809,-2291,12.0,high
1003523,101130,Refused,252000.0,0.0,0.0,0.0,0.1068,-1486,10.0,low_normal
1003524,101130,Approved,227000.0,229000.0,14500.0,10300.0,0.0999,-479,10.0,XNA
1003525,101130,Refused,184000.0,0.0,0.0,0.0,0.1938,-117,10.0,high
1003526,101130,Refused,226000.0,0.0,0.0,0.0,0.2027,-320,24.0,high
1003527,101131,Refused,40000.0,0.0,0.0,0.0,0.1364,-1019,24.0,XNA
1003528,101131,Approved,542000.0,467000.0,12300.0,62000.0,0.1354,-2307,24.0,high
1003529,101131,Approved,108000.0,111000.0,4600.0,9900.0,0.1276,-631,10.0,middle
1003530,101131,Approved,365000.0,343000.0,14200.0,65600.0,0.1542,-2653,12.0,low_normal
1003531,101131,Approved,503000.0,379000.0,37600.0,28000.0,0.2098,-766,6.0,XNA
1003532,101133,Refused,141000.0,0.0,0.0,0.0,0.2233,-2167,18.0,XNA
1003533,101133,Approved,93000.0,71000.0,2800.0,1700.0,0.0296,-1200,12.0,low_normal
1003534,101133,Approved,45000.0,40000.0,1300.0,4300.0,0.1872,-939,36.0,middle
1003535,101134,Approved,283000.0,272000.0,7300.0,42800.0,0.1483,-2041,36.0,low_action
1003536,101134,Refused,74000.0,0.0,0.0,0.0,0.2034,-1921,6.0,middle
1003537,101134,Refused,68000.0,0.0,0.0,0.0,0.2324,-99,10.0,high
1003538,101135,Approved,271000.0,274000.0,7300.0,18800.0,0.0964,-525,36.0,middle
1003539,101135,Canceled,554000.0,534000.0,25900.0,86300.0,0.0614,-1617,18.0,high
1003540,101136,Refused,324000.0,0.0,0.0,0.0,0.1477,-981,48.0,middle
1003541,101136,Approved,416000.0,396000.0,15600.0,52900.0,0.0737,-1206,12.0,XNA
1003542,101136,Approved,20000.0,16000.0,600.0,100.0,0.2201,-2141,24.0,high
1003543,101136,Refused,780000.0,0.0,0.0,0.0,0.0975,-198,10.0,low_normal
1003544,101137,Refused,230000.0,0.0,0.0,0.0,0.1827,-1172,6.0,low_normal
1003545,101137,Refused,201000.0,0.0,0.0,0.0,0.228,-2208,18.0,low_action
1003546,101137,Refused,61000.0,0.0,0.0,0.0,0.2018,-2892,36.0,low_action
1003547,101137,Refused,95000.0,0.0,0.0,0.0,0.1684,-2396,12.0,low_normal
1003548,101138,Refused,212000.0,0.0,0.0,0.0,0.0946,-1184,12.0,XNA
1003549,101139,Refused,681000.0,0.0,0.0,0.0,0.0845,-122,24.0,middle
1003550,101139,Approved,244000.0,221000.0,10500.0,40200.0,0.1948,-1303,24.0,XNA
1003551,101139,Approved,145000.0,122000.0,5500.0,18900.0,0.174,-990,36.0,low_normal
1003552,101141,Approved,77000.0,58000.0,1900.0,6800.0,0.0425,-2019,18.0,XNA
1003553,101141,Approved,244000.0,193000.0,10600.0,24600.0,0.1809,-1634,6.0,XNA
1003554,101141,Approved,229000.0,208000.0,8600.0,11700.0,0.1152,-2120,12.0,low_normal
1003555,101141,Refused,165000.0,0.0,0.0,0.0,0.1617,-1722,24.0,XNA
1003556,101141,Approved,195000.0,200000.0,6800.0,7900.0,0.2052,-569,10.0,middle
1003557,101142,Approved,462000.0,468000.0,13900.0,40200.0,0.2273,-1952,18.0,middle
1003558,101142,Canceled,109000.0,87000.0,3500.0,1500.0,0.2342,-761,12.0,high
1003559,101143,Approved,36000.0,33000.0,3000.0,2500.0,0.0236,-1866,12.0,middle
1003560,101143,Refused,232000.0,0.0,0.0,0.0,0.0288,-2454,24.0,low_action
1003561,101143,Approved,505000.0,460000.0,40700.0,38100.0,0.0251,-2744,12.0,low_normal
1003562,101143,Refused,243000.0,0.0,0.0,0.0,0.1522,-2508,18.0,low_action
1003563,101143,Refused,117000.0,0.0,0.0,0.0,0.0556,-1879,18.0,middle
1003564,101143,Approved,151000.0,137000.0,9600.0,5200.0,0.1498,-2252,10.0,XNA
1003565,101144,Canceled,427000.0,361000.0,14600.0,64700.0,0.233,-332,24.0,high
1003566,101144,Approved,79000.0,60000.0,1800.0,3200.0,0.056,-2104,12.0,low_action
1003567,101144,Refused,91000.0,0.0,0.0,0.0,0.0852,-2032,10.0,low_action
1003568,101144,Refused,454000.0,0.0,0.0,0.0,0.11,-2010,10.0,middle
1003569,101144,Refused,43000.0,0.0,0.0,0.0,0.0681,-637,24.0,high
1003570,101144,Refused,101000.0,0.0,0.0,0.0,0.0837,-252,36.0,low_action
1003571,101145,Canceled,191000.0,198000.0,8700.0,9700.0,0.13,-403,6.0,XNA
1003572,101145,Approved,157000.0,153000.0,6700.0,1700.0,0.2101,-2111,10.0,low_action
1003573,101145,Canceled,62000.0,60000.0,3400.0,6100.0,0.0204,-202,36.0,low_normal
1003574,101145,Canceled,204000.0,186000.0,11300.0,17500.0,0.0048,-2555,10.0,XNA
1003575,101145,Refused,330000.0,0.0,0.0,0.0,0.1434,-1645,10.0,low_normal
1003576,101146,Refused,53000.0,0.0,0.0,0.0,0.0229,-2575,48.0,low_action
1003577,101146,Refused,1010000.0,0.0,0.0,0.0,0.0867,-672,36.0,low_normal
1003578,101146,Approved,262000.0,232000.0,12400.0,37800.0,0.1208,-2815,18.0,middle
1003579,101147,Approved,156000.0,131000.0,3400.0,6300.0,0.1639,-302,36.0,low_action
1003580,101148,Approved,48000.0,46000.0,2100.0,7400.0,0.021,-2049,12.0,XNA
1003581,101148,Approved,60000.0,51000.0,1800.0,5900.0,0.0734,-2464,24.0,XNA
1003582,101148,Approved,66000.0,52000.0,2900.0,2700.0,0.0446,-816,24.0,high
1003583,101149,Refused,72000.0,0.0,0.0,0.0,0.0617,-166,48.0,low_action
1003584,101150,Refused,76000.0,0.0,0.0,0.0,0.0632,-61,24.0,low_normal
1003585,101151,Refused,16000.0,0.0,0.0,0.0,0.1495,-271,36.0,low_normal
1003586,101151,Approved,297000.0,306000.0,15500.0,37900.0,0.0152,-1882,48.0,low_normal
1003587,101151,Approved,51000.0,41000.0,3800.0,5200.0,0.1341,-2177,12.0,middle
1003588,101151,Refused,43000.0,0.0,0.0,0.0,0.0702,-377,10.0,low_normal
1003589,101152,Approved,27000.0,21000.0,900.0,700.0,0.0452,-573,36.0,high
1003590,101154,Approved,106000.0,103000.0,5800.0,7000.0,0.1956,-740,18.0,low_normal
1003591,101154,Refused,176000.0,0.0,0.0,0.0,0.2056,-1810,12.0,high
1003592,101154,Approved,174000.0,161000.0,15800.0,6600.0,0.1894,-1682,48.0,middle
1003593,101154,Refused,138000.0,0.0,0.0,0.0,0.0717,-1132,12.0,low_action
1003594,101155,Approved,130000.0,98000.0,4700.0,18700.0,0.0242,-604,36.0,middle
1003595,101155,Refused,33000.0,0.0,0.0,0.0,0.2149,-1107,12.0,low_normal
1003596,101155,Approved,66000.0,66000.0,1900.0,1200.0,0.151,-1097,12.0,low_normal
1003597,101156,Approved,72000.0,68000.0,4700.0,7500.0,0.0534,-1894,6.0,XNA
1003598,101156,Approved,177000.0,175000.0,4500.0,13400.0,0.0799,-2734,24.0,middle
1003599,101156,Approved,110000.0,99000.0,5500.0,10100.0,0.031,-2446,18.0,high
1003600,101156,Approved,38000.0,30000.0,800.0,5800.0,0.2046,-2288,48.0,low_action
1003601,101157,Approved,126000.0,97000.0,6200.0,2600.0,0.1795,-871,10.0,XNA
1003602,101157,Approved,99000.0,77000.0,1900.0,5300.0,0.0237,-2467,10.0,low_normal
1003603,101157,Canceled,433000.0,391000.0,11900.0,13000.0,0.2377,-777,24.0,high
1003604,101158,Approved,463000.0,469000.0,12900.0,34300.0,0.2256,-1900,36.0,XNA
1003605,101158,Approved,206000.0,171000.0,5600.0,21700.0,0.2152,-659,18.0,high
1003606,101158,Unused offer,674000.0,527000.0,35200.0,61200.0,0.14,-2272,36.0,XNA
1003607,101158,Refused,236000.0,0.0,0.0,0.0,0.1741,-2082,12.0,XNA
1003608,101158,Refused,22000.0,0.0,0.0,0.0,0.1591,-1391,10.0,XNA
1003609,101158,Refused,191000.0,0.0,0.0,0.0,0.2039,-1019,24.0,middle
1003610,101159,Refused,263000.0,0.0,0.0,0.0,0.026,-2068,36.0,high
1003611,101159,Canceled,120000.0,109000.0,4100.0,4400.0,0.1958,-2274,6.0,low_action
1003612,101160,Refused,110000.0,0.0,0.0,0.0,0.1103,-2107,24.0,low_normal
1003613,101160,Approved,187000.0,147000.0,4600.0,22400.0,0.1943,-1066,10.0,high
1003614,101160,Approved,32000.0,26000.0,1400.0,900.0,0.0453,-168,48.0,low_action
1003615,101160,Canceled,121000.0,106000.0,3600.0,12100.0,0.1087,-2292,12.0,middle
1003616,101163,Approved,176000.0,179000.0,5600.0,23700.0,0.0546,-1854,18.0,low_normal
1003617,101163,Refused,17000.0,0.0,0.0,0.0,0.1601,-1391,24.0,low_action
1003618,101164,Canceled,259000.0,251000.0,8100.0,2600.0,0.0539,-1044,36.0,XNA
1003619,101164,Canceled,13000.0,11000.0,800.0,1000.0,0.1372,-542,48.0,high
1003620,101164,Approved,175000.0,141000.0,5100.0,26700.0,0.163,-1438,36.0,middle
1003621,101164,Canceled,45000.0,36000.0,1000.0,6600.0,0.2384,-519,18.0,middle
1003622,101165,Approved,352000.0,328000.0,8700.0,53400.0,0.0114,-1515,10.0,middle
1003623,101165,Canceled,43000.0,39000.0,1500.0,3400.0,0.1871,-134,10.0,middle
1003624,101165,Approved,291000.0,276000.0,7800.0,53200.0,0.1573,-330,18.0,middle
1003625,101165,Approved,92000.0,93000.0,2500.0,11200.0,0.1475,-1385,10.0,high
1003626,101165,Refused,116000.0,0.0,0.0,0.0,0.2245,-2501,18.0,XNA
1003627,101166,Approved,70000.0,58000.0,1900.0,7800.0,0.0905,-2217,36.0,high
1003628,101166,Refused,82000.0,0.0,0.0,0.0,0.2494,-1079,36.0,middle
1003629,101166,Approved,180000.0,166000.0,8300.0,25100.0,0.1464,-1543,48.0,XNA
1003630,101166,Unused offer,400000.0,301000.0,18600.0,42600.0,0.1025,-816,48.0,XNA
1003631,101166,Approved,102000.0,79000.0,4500.0,14900.0,0.0738,-1085,10.0,high
1003632,101167,Approved,103000.0,82000.0,7300.0,10200.0,0.0372,-884,24.0,high
1003633,101167,Approved,93000.0,80000.0,2700.0,4500.0,0.0406,-2689,48.0,high
1003634,101167,Refused,18000.0,0.0,0.0,0.0,0.0624,-439,36.0,low_action
1003635,101168,Refused,231000.0,0.0,0.0,0.0,0.2157,-878,12.0,low_action
1003636,101168,Approved,57000.0,43000.0,1900.0,4500.0,0.0296,-2284,10.0,XNA
1003637,101168,Refused,808000.0,0.0,0.0,0.0,0.172,-2133,24.0,low_action
1003638,101168,Refused,69000.0,0.0,0.0,0.0,0.0351,-2791,10.0,low_action
1003639,101168,Refused,30000.0,0.0,0.0,0.0,0.0358,-1983,24.0,low_action
1003640,101169,Refused,83000.0,0.0,0.0,0.0,0.0941,-1354,6.0,XNA
1003641,101169,Refused,133000.0,0.0,0.0,0.0,0.0757,-1107,12.0,low_action
1003642,101171,Refused,199000.0,0.0,0.0,0.0,0.0943,-752,12.0,middle
1003643,101171,Refused,281000.0,0.0,0.0,0.0,0.0862,-1624,10.0,high
1003644,101171,Approved,98000.0,85000.0,3000.0,4500.0,0.0754,-2299,18.0,low_normal
1003645,101171,Approved,36000.0,31000.0,2400.0,2500.0,0.0225,-1416,36.0,XNA
1003646,101173,Approved,107000.0,94000.0,5900.0,18700.0,0.0182,-283,10.0,low_action
1003647,101173,Canceled,30000.0,29000.0,800.0,300.0,0.2119,-617,24.0,high
1003648,101175,Approved,515000.0,501000.0,15300.0,13200.0,0.059,-175,6.0,middle
1003649,101175,Canceled,42000.0,42000.0,1800.0,3600.0,0.0899,-2013,12.0,low_normal
1003650,101175,Approved,310000.0,251000.0,10300.0,6400.0,0.1403,-1242,36.0,low_normal
1003651,101176,Refused,723000.0,0.0,0.0,0.0,0.1456,-2229,6.0,low_action
1003652,101176,Approved,140000.0,117000.0,10500.0,800.0,0.0119,-434,12.0,middle
1003653,101176,Approved,112000.0,109000.0,5900.0,2900.0,0.1687,-1595,6.0,high
1003654,101177,Approved,35000.0,32000.0,1600.0,800.0,0.0479,-2094,18.0,middle
1003655,101178,Refused,15000.0,0.0,0.0,0.0,0.1092,-1451,36.0,low_action
1003656,101180,Refused,182000.0,0.0,0.0,0.0,0.0666,-2747,12.0,high
1003657,101180,Refused,40000.0,0.0,0.0,0.0,0.1543,-1598,24.0,low_normal
1003658,101180,Approved,18000.0,14000.0,300.0,300.0,0.0787,-649,36.0,low_action
1003659,101181,Refused,134000.0,0.0,0.0,0.0,0.0292,-1195,12.0,low_normal
1003660,101181,Refused,36000.0,0.0,0.0,0.0,0.0219,-1342,36.0,XNA
1003661,101182,Approved,3370000.0,3452000.0,102200.0,197000.0,0.1986,-500,36.0,XNA
1003662,101183,Approved,94000.0,74000.0,3300.0,10000.0,0.2285,-2699,18.0,XNA
1003663,101183,Canceled,593000.0,499000.0,14500.0,50000.0,0.0711,-2487,10.0,low_action
1003664,101183,Approved,125000.0,119000.0,5600.0,3200.0,0.0627,-2265,18.0,low_normal
1003665,101183,Approved,11000.0,10000.0,300.0,1100.0,0.0249,-2333,24.0,low_normal
1003666,101183,Canceled,1187000.0,1061000.0,105000.0,102900.0,0.1395,-334,10.0,low_normal
1003667,101184,Canceled,126000.0,105000.0,3900.0,13300.0,0.0776,-41,10.0,low_action
1003668,101184,Approved,706000.0,736000.0,25700.0,14900.0,0.0938,-1431,12.0,middle
1003669,101185,Canceled,54000.0,51000.0,2500.0,5700.0,0.0057,-2579,6.0,high
