SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100446,5001154,Closed,currency 1,-347,0,1.0,1.0,,0,51000.0,0.0,1000.0,0.0,Credit card,-1893,
100446,5001155,Active,currency 1,-2605,0,-2307.0,,,0,201000.0,88000.0,66000.0,0.0,Loan for business development,-188,
100446,5001156,Closed,currency 1,-376,0,1376.0,1376.0,,0,445000.0,0.0,82000.0,0.0,Credit card,-2064,
100446,5001157,Closed,currency 1,-1222,0,-487.0,-487.0,,0,143000.0,0.0,42000.0,0.0,Consumer credit,-1726,
100447,5001158,Closed,currency 1,-65,0,1784.0,1784.0,731.0,0,730000.0,0.0,1000.0,0.0,Consumer credit,-1820,
100447,5001159,Active,currency 1,-2625,0,-1195.0,,710.0,0,295000.0,83000.0,113000.0,0.0,Consumer credit,-152,
100447,5001160,Closed,currency 1,-1276,0,-558.0,-558.0,971.0,0,334000.0,0.0,51000.0,0.0,Credit card,-2303,
100448,5001161,Closed,currency 1,-837,33,933.0,933.0,4167.0,0,1406000.0,0.0,230000.0,70300.0,Credit card,-2051,
100448,5001162,Closed,currency 1,-672,0,1117.0,1117.0,10773.0,0,144000.0,0.0,43000.0,0.0,Consumer credit,-1842,5400.0
100449,5001163,Closed,currency 1,-1017,0,-46.0,-46.0,184.0,0,393000.0,0.0,25000.0,0.0,Consumer credit,-1135,
100449,5001164,Closed,currency 1,-1453,0,176.0,176.0,,0,19000.0,0.0,7000.0,0.0,Consumer credit,-1986,
100451,5001165,Closed,currency 1,-2488,0,-1236.0,-1236.0,643.0,0,38000.0,0.0,10000.0,0.0,Consumer credit,-1281,
100451,5001166,Active,currency 1,-1318,0,203.0,,7259.0,0,555000.0,186000.0,179000.0,0.0,Consumer credit,-1930,
100451,5001167,Active,currency 1,-1753,0,228.0,,,0,125000.0,11000.0,32000.0,0.0,Consumer credit,-2258,
100452,5001168,Active,currency 1,-2674,0,-1746.0,,,0,333000.0,224000.0,82000.0,0.0,Consumer credit,-780,
100452,5001169,Active,currency 1,-1107,0,470.0,,,0,2381000.0,166000.0,358000.0,0.0,Credit card,-883,73700.0
100453,5001170,Closed,currency 1,-783,0,239.0,239.0,,0,1254000.0,0.0,13000.0,0.0,Credit card,-1125,
100453,5001171,Closed,currency 1,-2646,0,-2304.0,-2304.0,38595.0,0,80000.0,0.0,12000.0,0.0,Car loan,-2332,1600.0
100453,5001172,Closed,currency 1,-167,0,1215.0,1215.0,,0,162000.0,0.0,62000.0,0.0,Credit card,-36,
100453,5001173,Active,currency 1,-2781,0,-1216.0,,1336.0,0,22000.0,8000.0,8000.0,0.0,Another type of loan,-2209,400.0
100455,5001174,Closed,currency 1,-19,0,622.0,622.0,3642.0,0,89000.0,0.0,22000.0,0.0,Consumer credit,-540,
100456,5001175,Active,currency 1,-2297,0,-1431.0,,,0,118000.0,89000.0,14000.0,0.0,Consumer credit,-1697,
100456,5001176,Active,currency 1,-698,0,977.0,,,0,316000.0,258000.0,76000.0,0.0,Consumer credit,-1864,
100456,5001177,Closed,currency 1,-1037,0,-468.0,-468.0,999.0,0,112000.0,0.0,24000.0,0.0,Mortgage,-1498,
100456,5001178,Active,currency 1,-2659,0,-839.0,,26010.0,0,476000.0,30000.0,143000.0,0.0,Consumer credit,-2095,
100456,5001179,Closed,currency 1,-909,0,-139.0,-139.0,,0,99000.0,0.0,1000.0,0.0,Mortgage,-491,
100457,5001180,Closed,currency 1,-1155,0,-80.0,-80.0,,0,197000.0,0.0,39000.0,0.0,Consumer credit,-1150,
100457,5001181,Active,currency 1,-2362,0,-951.0,,,0,673000.0,297000.0,18000.0,0.0,Mortgage,-1870,
100457,5001182,Active,currency 1,-2414,0,-1040.0,,,0,39000.0,26000.0,11000.0,0.0,Consumer credit,-1584,
100457,5001183,Closed,currency 1,-1579,0,-144.0,-144.0,2212.0,0,366000.0,0.0,100000.0,0.0,Consumer credit,-1994,
100458,5001184,Active,currency 1,-446,64,125.0,,14594.0,0,175000.0,113000.0,0.0,8750.0,Consumer credit,-937,
100458,5001185,Active,currency 1,-1665,0,-567.0,,,0,55000.0,50000.0,7000.0,0.0,Credit card,-1778,1100.0
100458,5001186,Closed,currency 1,-695,0,882.0,882.0,,0,713000.0,0.0,196000.0,0.0,Credit card,-1691,
100459,5001187,Active,currency 1,-1122,0,268.0,,,0,124000.0,65000.0,27000.0,0.0,Consumer credit,-155,3000.0
100459,5001188,Closed,currency 1,-1360,0,-772.0,-772.0,29749.0,0,95000.0,0.0,8000.0,0.0,Microloan,-1668,
100459,5001189,Active,currency 1,-648,0,620.0,,,0,158000.0,145000.0,48000.0,0.0,Consumer credit,-623,
100460,5001190,Active,currency 1,-139,0,307.0,,,0,226000.0,134000.0,25000.0,0.0,Consumer credit,-2244,
100460,5001191,Closed,currency 1,-323,0,1752.0,1752.0,,0,802000.0,0.0,220000.0,0.0,Credit card,-1064,
100464,5001192,Closed,currency 1,-2089,0,-862.0,-862.0,,0,87000.0,0.0,32000.0,0.0,Consumer credit,-2270,
100464,5001193,Active,currency 1,-271,0,1292.0,,,0,103000.0,62000.0,2000.0,0.0,Consumer credit,-2456,
100465,5001194,Active,currency 1,-969,0,-682.0,,746.0,0,46000.0,39000.0,14000.0,0.0,Consumer credit,-769,
100465,5001195,Active,currency 1,-609,0,676.0,,8375.0,0,169000.0,87000.0,10000.0,0.0,Consumer credit,-1660,
100465,5001196,Active,currency 1,-1543,0,-858.0,,2686.0,0,340000.0,291000.0,95000.0,0.0,Credit card,-1745,
100466,5001197,Active,currency 1,-2549,0,-800.0,,,0,39000.0,6000.0,1000.0,0.0,Consumer credit,-2445,
100466,5001198,Active,currency 1,-711,0,1249.0,,,0,302000.0,140000.0,36000.0,0.0,Car loan,-401,
100466,5001199,Closed,currency 1,-2097,0,-155.0,-155.0,,0,94000.0,0.0,28000.0,0.0,Consumer credit,-2440,
100466,5001200,Active,currency 1,-2261,0,-1728.0,,,0,935000.0,599000.0,195000.0,0.0,Car loan,-1580,
100467,5001201,Closed,currency 1,-1288,0,-875.0,-875.0,,0,140000.0,0.0,39000.0,0.0,Consumer credit,-849,
100467,5001202,Active,currency 1,-1010,0,-274.0,,,0,93000.0,47000.0,32000.0,0.0,Mortgage,-181,
100467,5001203,Closed,currency 1,-1860,0,-366.0,-366.0,,0,70000.0,0.0,14000.0,0.0,Credit card,-423,
100467,5001204,Active,currency 1,-1703,45,-25.0,,5914.0,0,1941000.0,1841000.0,644000.0,97050.0,Consumer credit,-714,
100467,5001205,Active,currency 1,-648,0,-59.0,,,0,230000.0,84000.0,67000.0,0.0,Consumer credit,-1006,
100468,5001206,Closed,currency 1,-951,0,1061.0,1061.0,7208.0,0,132000.0,0.0,33000.0,0.0,Consumer credit,-273,
100469,5001207,Closed,currency 1,-2557,0,-1337.0,-1337.0,3032.0,0,135000.0,0.0,49000.0,0.0,Consumer credit,-2461,5000.0
100469,5001208,Closed,currency 1,-1670,0,-1442.0,-1442.0,,0,381000.0,0.0,60000.0,0.0,Consumer credit,-2079,
100469,5001209,Active,currency 1,-1789,0,-884.0,,1960.0,0,708000.0,54000.0,168000.0,0.0,Consumer credit,-1714,35100.0
100469,5001210,Closed,currency 1,-2358,0,-1523.0,-1523.0,,0,28000.0,0.0,10000.0,0.0,Consumer credit,-1227,
100470,5001211,Active,currency 1,-592,0,-19.0,,8636.0,0,507000.0,236000.0,46000.0,0.0,Car loan,-1940,
100470,5001212,Closed,currency 1,-2882,0,-920.0,-920.0,35712.0,0,105000.0,0.0,31000.0,0.0,Credit card,-1716,
100470,5001213,Active,currency 1,-2238,0,-143.0,,3027.0,0,492000.0,53000.0,65000.0,0.0,Microloan,-2023,
100470,5001214,Closed,currency 1,-213,0,978.0,978.0,,0,73000.0,0.0,10000.0,0.0,Consumer credit,-507,
100471,5001215,Closed,currency 1,-1122,0,-475.0,-475.0,,0,155000.0,0.0,35000.0,0.0,Consumer credit,-195,
100471,5001216,Closed,currency 1,-509,0,1363.0,1363.0,,0,321000.0,0.0,71000.0,0.0,Credit card,-1783,
100471,5001217,Closed,currency 1,-1088,0,-727.0,-727.0,,0,1178000.0,0.0,145000.0,0.0,Consumer credit,-1156,
100472,5001218,Active,currency 1,-501,0,1183.0,,,0,873000.0,424000.0,159000.0,0.0,Consumer credit,-1029,
100473,5001219,Closed,currency 1,-2277,0,-1684.0,-1684.0,897.0,0,444000.0,0.0,45000.0,0.0,Consumer credit,-1876,
100473,5001220,Active,currency 1,-3,157,1733.0,,,0,181000.0,102000.0,2000.0,9050.0,Consumer credit,-48,3300.0
100473,5001221,Closed,currency 1,-1435,0,-898.0,-898.0,1198.0,0,380000.0,0.0,76000.0,0.0,Consumer credit,-2480,17600.0
100473,5001222,Closed,currency 1,-2202,0,-1112.0,-1112.0,,0,911000.0,0.0,10000.0,0.0,Consumer credit,-531,39800.0
100473,5001223,Closed,currency 1,-1735,0,63.0,63.0,,0,860000.0,0.0,104000.0,0.0,Consumer credit,-1604,
100473,5001224,Active,currency 1,-2215,0,-80.0,,3678.0,0,54000.0,8000.0,19000.0,0.0,Credit card,-1511,
100474,5001225,Active,currency 1,-471,0,769.0,,7222.0,0,691000.0,267000.0,204000.0,0.0,Consumer credit,-1794,
100474,5001226,Closed,currency 1,-2693,0,-2124.0,-2124.0,9489.0,0,876000.0,0.0,347000.0,0.0,Consumer credit,-910,
100475,5001227,Closed,currency 1,-891,0,-99.0,-99.0,,0,368000.0,0.0,141000.0,0.0,Mortgage,-1342,
100475,5001228,Active,currency 1,-2777,0,-936.0,,,0,529000.0,263000.0,158000.0,0.0,Consumer credit,-275,
100475,5001229,Active,currency 1,-1152,0,779.0,,1355.0,0,315000.0,299000.0,29000.0,0.0,Consumer credit,-631,
100476,5001230,Active,currency 1,-858,0,540.0,,5069.0,0,473000.0,349000.0,93000.0,0.0,Credit card,-2161,
100476,5001231,Active,currency 1,-2817,0,-2103.0,,,0,1151000.0,433000.0,316000.0,0.0,Credit card,-575,
100478,5001232,Closed,currency 1,-2493,0,-2016.0,-2016.0,,0,72000.0,0.0,16000.0,0.0,Consumer credit,-1448,
100478,5001233,Closed,currency 1,-1892,0,-8.0,-8.0,,0,95000.0,0.0,37000.0,0.0,Car loan,-740,
100478,5001234,Active,currency 1,-2313,0,-926.0,,2675.0,0,30000.0,28000.0,10000.0,0.0,Consumer credit,-977,2300.0
100478,5001235,Active,currency 1,-2838,0,-2396.0,,,0,16000.0,6000.0,3000.0,0.0,Consumer credit,-1885,
100479,5001236,Closed,currency 1,-1167,0,-657.0,-657.0,,0,90000.0,0.0,34000.0,0.0,Consumer credit,-44,
100479,5001237,Closed,currency 1,-177,0,1221.0,1221.0,,0,13000.0,0.0,5000.0,0.0,Credit card,-728,
100479,5001238,Active,currency 1,-1062,0,-4.0,,11149.0,0,681000.0,41000.0,217000.0,0.0,Consumer credit,-2124,
100479,5001239,Closed,currency 1,-1773,0,-1456.0,-1456.0,,0,57000.0,0.0,8000.0,0.0,Credit card,-1227,
100480,5001240,Closed,currency 1,-2446,0,-368.0,-368.0,,0,67000.0,0.0,20000.0,0.0,Consumer credit,-241,
100481,5001241,Active,currency 1,-2057,55,-336.0,,,0,79000.0,73000.0,7000.0,3950.0,Consumer credit,-290,
100481,5001242,Closed,currency 1,-2815,0,-1070.0,-1070.0,,0,44000.0,0.0,12000.0,0.0,Consumer credit,-10,2300.0
100481,5001243,Closed,currency 1,-2454,0,-1030.0,-1030.0,,0,84000.0,0.0,32000.0,0.0,Consumer credit,-1760,3500.0
100481,5001244,Active,currency 1,-2531,0,-1041.0,,,0,332000.0,183000.0,92000.0,0.0,Consumer credit,-482,
100482,5001245,Closed,currency 1,-447,0,-100.0,-100.0,,0,44000.0,0.0,13000.0,0.0,Consumer credit,-2444,
100483,5001246,Closed,currency 1,-2482,0,-1073.0,-1073.0,46825.0,0,158000.0,0.0,34000.0,0.0,Consumer credit,-1935,
100485,5001247,Closed,currency 1,-1311,0,360.0,360.0,,0,53000.0,0.0,12000.0,0.0,Consumer credit,-2441,
100485,5001248,Closed,currency 1,-1878,0,-1278.0,-1278.0,,0,280000.0,0.0,103000.0,0.0,Credit card,-301,
100486,5001249,Closed,currency 1,-746,0,-21.0,-21.0,2618.0,0,59000.0,0.0,17000.0,0.0,Credit card,-2128,
100487,5001250,Closed,currency 1,-2819,0,-1244.0,-1244.0,,0,403000.0,0.0,70000.0,0.0,Credit card,-450,7900.0
100487,5001251,Closed,currency 1,-1052,0,280.0,280.0,,0,265000.0,0.0,30000.0,0.0,Credit card,-1725,4800.0
100487,5001252,Closed,currency 1,-2776,57,-967.0,-967.0,10922.0,0,1296000.0,0.0,261000.0,64800.0,Consumer credit,-918,
100488,5001253,Closed,currency 1,-931,0,-553.0,-553.0,5006.0,0,45000.0,0.0,17000.0,0.0,Credit card,-781,
100488,5001254,Closed,currency 1,-1725,0,-910.0,-910.0,,0,31000.0,0.0,11000.0,0.0,Credit card,-1544,
100489,5001255,Closed,currency 1,-604,0,-163.0,-163.0,,0,23000.0,0.0,8000.0,0.0,Consumer credit,-296,400.0
100490,5001256,Closed,currency 1,-1288,0,-749.0,-749.0,,0,40000.0,0.0,4000.0,0.0,Consumer credit,-923,
100490,5001257,Closed,currency 1,-672,0,1173.0,1173.0,,0,415000.0,0.0,145000.0,0.0,Car loan,-1118,
100490,5001258,Closed,currency 1,-881,0,562.0,562.0,4545.0,0,215000.0,0.0,83000.0,0.0,Consumer credit,-305,
100490,5001259,Closed,currency 1,-879,0,-543.0,-543.0,,0,27000.0,0.0,5000.0,0.0,Credit card,-903,
100491,5001260,Closed,currency 1,-1661,0,-536.0,-536.0,17065.0,0,49000.0,0.0,1000.0,0.0,Consumer credit,-1681,
100493,5001261,Closed,currency 1,-999,0,-678.0,-678.0,2534.0,0,45000.0,0.0,5000.0,0.0,Consumer credit,-1747,
100493,5001262,Closed,currency 1,-2202,0,-1649.0,-1649.0,,0,43000.0,0.0,8000.0,0.0,Consumer credit,-1137,
100493,5001263,Active,currency 1,-2669,0,-482.0,,,0,380000.0,97000.0,114000.0,0.0,Consumer credit,-281,16800.0
100494,5001264,Closed,currency 1,-1277,0,116.0,116.0,,0,158000.0,0.0,19000.0,0.0,Consumer credit,-129,
100494,5001265,Closed,currency 1,-2852,0,-1049.0,-1049.0,,0,795000.0,0.0,204000.0,0.0,Mortgage,-598,
100494,5001266,Active,currency 1,-130,0,939.0,,,0,409000.0,235000.0,35000.0,0.0,Consumer credit,-1321,10900.0
100495,5001267,Closed,currency 1,-2429,0,-1288.0,-1288.0,,0,1428000.0,0.0,524000.0,0.0,Consumer credit,-1653,
100495,5001268,Active,currency 1,-179,0,1360.0,,46500.0,0,358000.0,282000.0,25000.0,0.0,Consumer credit,-2037,
100495,5001269,Active,currency 1,-317,93,734.0,,47043.0,0,162000.0,123000.0,12000.0,8100.0,Consumer credit,-757,
100497,5001270,Closed,currency 1,-1886,0,55.0,55.0,,0,30000.0,0.0,11000.0,0.0,Consumer credit,-1435,
100497,5001271,Active,currency 1,-1117,0,927.0,,,0,867000.0,198000.0,336000.0,0.0,Consumer credit,-399,
100497,5001272,Active,currency 1,-2188,0,-1854.0,,,0,114000.0,82000.0,1000.0,0.0,Car loan,-891,5800.0
100498,5001273,Active,currency 1,-59,0,759.0,,,0,5275000.0,852000.0,1171000.0,0.0,Credit card,-1802,146500.0
100498,5001274,Closed,currency 1,-2849,0,-2201.0,-2201.0,,0,42000.0,0.0,5000.0,0.0,Credit card,-1958,900.0
100498,5001275,Closed,currency 1,-1178,0,97.0,97.0,19583.0,0,526000.0,0.0,82000.0,0.0,Credit card,-592,37500.0
100498,5001276,Closed,currency 1,-1972,0,-1597.0,-1597.0,,0,144000.0,0.0,6000.0,0.0,Consumer credit,-1711,2600.0
100498,5001277,Closed,currency 1,-477,0,1310.0,1310.0,,0,334000.0,0.0,119000.0,0.0,Credit card,-2472,14100.0
100498,5001278,Closed,currency 1,-432,0,374.0,374.0,343.0,0,641000.0,0.0,105000.0,0.0,Credit card,-1156,28400.0
100498,5001279,Closed,currency 1,-248,0,505.0,505.0,,0,336000.0,0.0,3000.0,0.0,Consumer credit,-1075,
100498,5001280,Active,currency 1,-2731,0,-1635.0,,,0,3005000.0,1064000.0,533000.0,0.0,Consumer credit,-1205,53600.0
100499,5001281,Closed,currency 1,-2296,0,-618.0,-618.0,848.0,0,111000.0,0.0,40000.0,0.0,Consumer credit,-2218,
100499,5001282,Closed,currency 1,-2414,126,-586.0,-586.0,,0,697000.0,0.0,140000.0,34850.0,Credit card,-1832,
100499,5001283,Active,currency 1,-1426,0,264.0,,,0,118000.0,27000.0,37000.0,0.0,Car loan,-216,
100499,5001284,Closed,currency 1,-2372,0,-814.0,-814.0,,0,85000.0,0.0,33000.0,0.0,Car loan,-114,
100500,5001285,Active,currency 1,-76,0,129.0,,,0,409000.0,241000.0,122000.0,0.0,Consumer credit,-1650,
100500,5001286,Closed,currency 1,-693,0,310.0,310.0,,0,470000.0,0.0,59000.0,0.0,Consumer credit,-1181,
100500,5001287,Active,currency 1,-709,0,1127.0,,,0,701000.0,89000.0,21000.0,0.0,Consumer credit,-916,49600.0
100501,5001288,Closed,currency 1,-2484,121,-2300.0,-2300.0,,0,68000.0,0.0,17000.0,3400.0,Car loan,-808,
100502,5001289,Active,currency 1,-1676,0,-170.0,,,0,46000.0,32000.0,9000.0,0.0,Consumer credit,-1127,
100502,5001290,Closed,currency 1,-2759,0,-1212.0,-1212.0,,0,791000.0,0.0,6000.0,0.0,Consumer credit,-1025,
100503,5001291,Active,currency 1,-1913,0,-205.0,,6555.0,0,116000.0,43000.0,2000.0,0.0,Credit card,-1351,
100503,5001292,Closed,currency 1,-2025,0,-1114.0,-1114.0,9549.0,0,138000.0,0.0,41000.0,0.0,Consumer credit,-905,
100503,5001293,Closed,currency 1,-2521,0,-1176.0,-1176.0,,0,153000.0,0.0,60000.0,0.0,Consumer credit,-303,
100503,5001294,Closed,currency 1,-157,0,225.0,225.0,,0,137000.0,0.0,1000.0,0.0,Credit card,-1187,2500.0
100504,5001295,Closed,currency 1,-2375,0,-501.0,-501.0,,0,37000.0,0.0,12000.0,0.0,Car loan,-1058,
100504,5001296,Closed,currency 1,-2004,0,-1089.0,-1089.0,,0,1117000.0,0.0,374000.0,0.0,Microloan,-2432,
100505,5001297,Closed,currency 1,-986,0,-498.0,-498.0,,0,214000.0,0.0,84000.0,0.0,Credit card,-335,
100505,5001298,Closed,currency 1,-1957,0,-1434.0,-1434.0,20918.0,0,478000.0,0.0,86000.0,0.0,Consumer credit,-1459,
100507,5001299,Closed,currency 1,-2849,0,-2469.0,-2469.0,,0,169000.0,0.0,27000.0,0.0,Credit card,-363,
100507,5001300,Closed,currency 1,-788,0,198.0,198.0,,0,69000.0,0.0,25000.0,0.0,Consumer credit,-55,
100507,5001301,Active,currency 1,-1852,0,-774.0,,,0,892000.0,134000.0,332000.0,0.0,Consumer credit,-1347,31300.0
100507,5001302,Closed,currency 1,-51,0,1179.0,1179.0,,0,224000.0,0.0,67000.0,0.0,Consumer credit,-338,
100507,5001303,Closed,currency 1,-2510,0,-1247.0,-1247.0,,0,124000.0,0.0,4000.0,0.0,Consumer credit,-1073,2400.0
100507,5001304,Closed,currency 1,-345,0,1578.0,1578.0,,0,116000.0,0.0,12000.0,0.0,Credit card,-1499,
100508,5001305,Closed,currency 1,-1536,0,-296.0,-296.0,,0,582000.0,0.0,66000.0,0.0,Another type of loan,-1171,
100508,5001306,Active,currency 1,-2225,0,-1584.0,,,0,725000.0,201000.0,278000.0,0.0,Credit card,-1380,
100508,5001307,Closed,currency 1,-1266,142,24.0,24.0,,0,67000.0,0.0,18000.0,3350.0,Car loan,-309,
100508,5001308,Active,currency 1,-2336,0,-854.0,,12806.0,1,462000.0,233000.0,141000.0,0.0,Loan for business development,-1479,29400.0
100508,5001309,Closed,currency 1,-2790,0,-2032.0,-2032.0,1049.0,0,1635000.0,0.0,571000.0,0.0,Consumer credit,-1776,40300.0
100508,5001310,Active,currency 1,-249,0,855.0,,,0,197000.0,24000.0,12000.0,0.0,Car loan,-1892,
100508,5001311,Closed,currency 1,-2127,0,-1790.0,-1790.0,,0,2463000.0,0.0,450000.0,0.0,Credit card,-569,
100509,5001312,Closed,currency 1,-2506,0,-2230.0,-2230.0,,0,1162000.0,0.0,370000.0,0.0,Credit card,-540,
100509,5001313,Active,currency 1,-2005,0,-518.0,,1314.0,0,286000.0,147000.0,38000.0,0.0,Consumer credit,-287,
100509,5001314,Closed,currency 1,-779,0,872.0,872.0,5616.0,0,1093000.0,0.0,351000.0,0.0,Credit card,-1619,19400.0
100509,5001315,Closed,currency 1,-1426,0,-626.0,-626.0,5435.0,0,77000.0,0.0,27000.0,0.0,Consumer credit,-2254,
100511,5001316,Closed,currency 1,-992,0,-803.0,-803.0,,0,163000.0,0.0,3000.0,0.0,Consumer credit,-1658,
100512,5001317,Closed,currency 1,-2232,0,-1246.0,-1246.0,,0,48000.0,0.0,12000.0,0.0,Consumer credit,-440,1300.0
100513,5001318,Closed,currency 1,-2651,0,-1390.0,-1390.0,,0,218000.0,0.0,15000.0,0.0,Consumer credit,-1854,
100513,5001319,Closed,currency 1,-1941,0,-1370.0,-1370.0,725.0,0,348000.0,0.0,136000.0,0.0,Credit card,-16,
100513,5001320,Active,currency 1,-1887,0,95.0,,5154.0,0,25000.0,11000.0,5000.0,0.0,Consumer credit,-1935,
100515,5001321,Active,currency 1,-17,0,847.0,,,0,31000.0,3000.0,2000.0,0.0,Credit card,-1740,
100515,5001322,Closed,currency 1,-1889,0,-448.0,-448.0,449.0,0,1167000.0,0.0,34000.0,0.0,Credit card,-603,
100515,5001323,Active,currency 1,-642,0,1426.0,,,0,83000.0,21000.0,14000.0,0.0,Credit card,-2036,
100519,5001324,Closed,currency 1,-216,0,1831.0,1831.0,,0,376000.0,0.0,66000.0,0.0,Consumer credit,-1467,
100519,5001325,Active,currency 1,-2755,0,-1568.0,,,0,805000.0,677000.0,25000.0,0.0,Consumer credit,-1703,
100519,5001326,Closed,currency 1,-2136,0,-1686.0,-1686.0,,0,74000.0,0.0,6000.0,0.0,Consumer credit,-1988,1300.0
100519,5001327,Closed,currency 1,-1952,0,-72.0,-72.0,,0,157000.0,0.0,59000.0,0.0,Consumer credit,-853,
100520,5001328,Closed,currency 1,-193,0,1183.0,1183.0,3090.0,0,721000.0,0.0,99000.0,0.0,Credit card,-958,24100.0
100520,5001329,Active,currency 1,-2744,0,-2518.0,,,0,180000.0,74000.0,29000.0,0.0,Credit card,-2181,
100521,5001330,Closed,currency 1,-1386,0,243.0,243.0,,0,168000.0,0.0,35000.0,0.0,Consumer credit,-2017,3300.0
100521,5001331,Active,currency 1,-1920,0,-749.0,,,0,84000.0,10000.0,18000.0,0.0,Credit card,-1579,2000.0
100522,5001332,Active,currency 1,-1619,0,199.0,,114.0,0,358000.0,316000.0,103000.0,0.0,Credit card,-1127,14000.0
100522,5001333,Closed,currency 1,-2211,0,-1612.0,-1612.0,9117.0,0,267000.0,0.0,35000.0,0.0,Consumer credit,-772,
100522,5001334,Closed,currency 1,-1328,0,-939.0,-939.0,,0,240000.0,0.0,47000.0,0.0,Credit card,-1141,
100522,5001335,Active,currency 1,-1659,36,-251.0,,637.0,0,86000.0,47000.0,34000.0,4300.0,Credit card,-2473,
100522,5001336,Closed,currency 1,-854,23,43.0,43.0,,0,111000.0,0.0,43000.0,5550.0,Consumer credit,-978,
100522,5001337,Closed,currency 1,-656,0,552.0,552.0,33377.0,0,226000.0,0.0,76000.0,0.0,Car loan,-2479,
100523,5001338,Closed,currency 1,-1073,0,-749.0,-749.0,,0,35000.0,0.0,5000.0,0.0,Microloan,-1647,800.0
100523,5001339,Closed,currency 1,-1895,0,189.0,189.0,,0,257000.0,0.0,69000.0,0.0,Car loan,-132,5800.0
100524,5001340,Closed,currency 1,-924,0,-699.0,-699.0,,0,104000.0,0.0,41000.0,0.0,Consumer credit,-885,2000.0
100524,5001341,Closed,currency 1,-601,0,80.0,80.0,,0,1465000.0,0.0,99000.0,0.0,Mortgage,-956,
100524,5001342,Closed,currency 1,-1428,0,644.0,644.0,9805.0,0,158000.0,0.0,9000.0,0.0,Credit card,-930,4500.0
100524,5001343,Closed,currency 1,-502,0,132.0,132.0,,0,152000.0,0.0,5000.0,0.0,Consumer credit,-2329,
100524,5001344,Closed,currency 1,-2252,0,-1295.0,-1295.0,,0,147000.0,0.0,2000.0,0.0,Consumer credit,-285,
100524,5001345,Closed,currency 1,-200,0,1243.0,1243.0,,0,1072000.0,0.0,192000.0,0.0,Credit card,-1519,
100525,5001346,Closed,currency 1,-237,0,1746.0,1746.0,,0,67000.0,0.0,22000.0,0.0,Consumer credit,-2389,
100525,5001347,Closed,currency 1,-364,0,377.0,377.0,,0,82000.0,0.0,30000.0,0.0,Consumer credit,-310,2200.0
100525,5001348,Closed,currency 1,-793,0,245.0,245.0,,0,67000.0,0.0,16000.0,0.0,Consumer credit,-208,2000.0
100525,5001349,Closed,currency 1,-406,0,-109.0,-109.0,,0,91000.0,0.0,8000.0,0.0,Credit card,-969,
100526,5001350,Closed,currency 1,-2021,0,-129.0,-129.0,,0,211000.0,0.0,42000.0,0.0,Consumer credit,-2257,
100526,5001351,Closed,currency 1,-1843,0,-1472.0,-1472.0,2584.0,0,59000.0,0.0,12000.0,0.0,Consumer credit,-1752,
100526,5001352,Active,currency 1,-1945,0,-767.0,,,0,361000.0,149000.0,131000.0,0.0,Consumer credit,-203,
100527,5001353,Active,currency 1,-1858,0,-1080.0,,3473.0,0,365000.0,319000.0,5000.0,0.0,Consumer credit,-894,
100527,5001354,Active,currency 1,-1061,0,-368.0,,,0,204000.0,55000.0,49000.0,0.0,Consumer credit,-1478,
100527,5001355,Active,currency 1,-2183,0,-367.0,,,0,830000.0,168000.0,29000.0,0.0,Consumer credit,-1689,20100.0
100527,5001356,Active,currency 1,-1745,0,-386.0,,2941.0,0,167000.0,131000.0,39000.0,0.0,Credit card,-1992,
100527,5001357,Active,currency 1,-1798,0,-928.0,,,0,6000.0,4000.0,2000.0,0.0,Consumer credit,-1645,300.0
100529,5001358,Closed,currency 1,-2706,31,-1704.0,-1704.0,4560.0,0,567000.0,0.0,171000.0,28350.0,Consumer credit,-1746,
100529,5001359,Active,currency 1,-297,0,118.0,,,0,157000.0,19000.0,29000.0,0.0,Consumer credit,-1619,
100529,5001360,Closed,currency 1,-1265,0,-577.0,-577.0,33516.0,0,86000.0,0.0,4000.0,0.0,Consumer credit,-2184,
100529,5001361,Closed,currency 1,-702,0,-159.0,-159.0,,0,137000.0,0.0,53000.0,0.0,Credit card,-1170,
100529,5001362,Closed,currency 1,-398,0,-192.0,-192.0,,0,537000.0,0.0,188000.0,0.0,Consumer credit,-2010,
100529,5001363,Closed,currency 1,-1271,0,-322.0,-322.0,,0,257000.0,0.0,87000.0,0.0,Credit card,-2009,
100530,5001364,Closed,currency 1,-185,0,286.0,286.0,,0,544000.0,0.0,128000.0,0.0,Credit card,-1635,
100530,5001365,Active,currency 1,-731,0,1039.0,,,0,134000.0,90000.0,11000.0,0.0,Consumer credit,-1279,
100530,5001366,Active,currency 1,-177,0,880.0,,,0,384000.0,72000.0,94000.0,0.0,Consumer credit,-1534,
