SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,APARTMENTS_MODE,APARTMENTS_MEDI,BASEMENTAREA_AVG,BASEMENTAREA_MODE,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_AVG,YEARS_BUILD_MODE,YEARS_BUILD_MEDI,COMMONAREA_AVG,COMMONAREA_MODE,COMMONAREA_MEDI,ELEVATORS_AVG,ELEVATORS_MODE,ELEVATORS_MEDI,ENTRANCES_AVG,ENTRANCES_MODE,ENTRANCES_MEDI,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,FLOORSMIN_AVG,FLOORSMIN_MODE,FLOORSMIN_MEDI,LANDAREA_AVG,LANDAREA_MODE,LANDAREA_MEDI,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MEDI,LIVINGAREA_AVG,LIVINGAREA_MODE,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_AVG,NONLIVINGAREA_MODE,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100090,0,Cash loans,F,N,N,0,94500.0,355500.0,288000.0,9000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04499,-22501,365243,-46.0,-5782,,1,0,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Bank,0.480425,0.806157,0.639941,0.3039,0.3246,0.3178,0.2641,0.2411,0.2493,0.3638,0.3857,0.3374,0.2579,0.257,0.2707,0.3163,0.3209,0.278,0.2767,0.3125,0.2966,0.4321,0.4296,0.402,0.3111,0.2734,0.2887,0.2785,0.2881,0.3002,0.4151,0.4217,0.3941,0.1443,0.1763,0.2195,0.2645,0.2507,0.2843,0.3769,0.3147,0.3349,0.3751,0.3243,0.2904,reg oper account,,,Panel,,4.0,0.0,4.0,0.0,-3281.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0
100091,0,Cash loans,F,N,Y,0,112500.0,355500.0,315000.0,9000.0,Unaccompanied,Commercial associate,Higher education,Widow,Rented apartment,0.01359,-19915,-4806,-11210.0,-1799,,1,1,0,1,0,0,Core staff,1.0,2,2,SATURDAY,10,0,0,0,0,1,0,Government,0.598666,0.671002,,0.6252,0.6106,0.6138,0.7236,0.7247,0.7058,0.3501,0.3403,0.3248,0.422,0.4308,0.4201,0.6507,0.6075,0.6535,0.5177,0.5173,0.5002,0.6905,0.6981,0.6603,0.6318,0.63,0.6073,0.672,0.6442,0.6408,0.6311,0.6026,0.6276,0.6745,0.6402,0.6392,0.539,0.5707,0.5277,0.6878,0.6933,0.7069,0.5478,0.5838,0.5556,,,0.4724,Panel,,2.0,0.0,2.0,0.0,-1598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,1.0,1.0,5.0
100092,0,Cash loans,M,N,Y,0,139500.0,1620000.0,1350000.0,82500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.013201,-24991,365243,-12532.0,-4392,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,XNA,,0.582749,0.719995,0.4357,0.4829,0.4732,0.2669,0.284,0.2828,0.5353,0.5179,0.5025,0.4666,0.4804,0.5021,0.4208,0.4253,0.4561,0.3919,0.444,0.4059,0.2951,0.3407,0.3621,0.4502,0.4577,0.4426,0.5005,0.4986,0.4764,0.3024,0.2796,0.2998,0.3121,0.3021,0.2654,0.3176,0.2864,0.3173,0.2597,0.2356,0.2615,0.2618,0.2201,0.2704,,,,,No,2.0,0.0,2.0,0.0,-1632.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,5.0
100093,0,Cash loans,F,N,Y,1,85500.0,333000.0,306000.0,19500.0,Family,State servant,Higher education,Married,House / apartment,0.012126,-19221,-6468,-859.0,-4615,,1,1,1,1,1,0,,3.0,2,2,SUNDAY,12,0,0,0,0,0,0,Trade: type 7,,0.235962,0.3551,0.4184,0.4402,0.4569,0.4475,0.4616,0.4592,0.4888,0.4855,0.4647,0.4289,0.4043,0.3524,0.3961,0.359,0.345,0.3464,0.3466,0.353,0.3692,0.4087,0.3929,0.463,0.4362,0.4716,0.361,0.3588,0.3725,0.2764,0.267,0.2735,0.4389,0.4434,0.422,0.4424,0.384,0.3958,0.3351,0.3537,0.3645,0.2896,0.3297,0.318,,,0.3357,Wooden,No,1.0,0.0,1.0,0.0,-3223.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,1.0,1.0
100094,0,Cash loans,F,N,Y,0,351000.0,2034000.0,1597500.0,120500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.060617,-23296,365243,-348.0,-186,,1,0,0,1,0,0,Drivers,2.0,2,2,TUESDAY,10,0,0,0,1,0,0,XNA,,0.363987,0.362896,0.6758,0.6653,0.713,0.7097,0.6814,0.6826,0.4721,0.4195,0.4719,0.7325,0.7717,0.7719,0.8067,0.7964,0.8077,0.4816,0.5155,0.5079,1.0,0.9852,0.9996,0.544,0.4818,0.5164,0.6574,0.6494,0.637,0.9295,0.9344,0.8569,0.9926,1.0,1.0,0.7293,0.7242,0.7385,0.9156,0.876,0.9127,0.7104,0.7346,0.7094,,block of flats,,Panel,No,3.0,0.0,3.0,0.0,-1659.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,
100095,0,Cash loans,F,Y,N,0,193500.0,562500.0,490500.0,23000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.012554,-19283,-462,-11854.0,-4556,,1,1,0,1,0,0,Managers,2.0,1,1,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.74457,0.647445,0.1072,0.1661,0.1182,0.0867,0.0734,0.0577,0.1384,0.1458,0.1545,0.156,0.1673,0.145,0.1526,0.1242,0.1358,0.1263,0.1551,0.129,0.1447,0.1328,0.1017,0.0149,0.1193,0.0964,0.1229,0.1114,0.0856,0.1322,0.1586,0.1617,0.1249,0.0978,0.1066,0.1035,0.1256,0.0809,0.0802,0.1415,0.1099,0.1148,0.1075,0.1039,reg oper account,block of flats,0.062,"Stone, brick",No,1.0,0.0,1.0,0.0,-813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,5.0
100096,0,Cash loans,F,N,Y,3,396000.0,2259000.0,1786500.0,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.041786,-12539,-2401,-136.0,-4269,,1,1,1,1,1,0,Laborers,5.0,2,2,THURSDAY,13,0,0,1,0,1,0,XNA,,0.790817,0.441238,0.1222,0.1565,0.1443,0.1822,0.1587,0.1928,0.1084,0.1023,0.1035,0.1142,0.1302,0.1319,0.1915,0.1762,0.2018,0.1349,0.1429,0.1127,0.1524,0.1071,0.1724,0.1111,0.0895,0.0784,0.0816,0.0898,0.0689,0.1359,0.1104,0.1235,0.1996,0.1595,0.1683,0.1716,0.1841,0.2115,0.1289,0.0922,0.1356,0.0941,0.0992,0.0981,reg oper account,block of flats,0.1009,,No,2.0,0.0,2.0,0.0,-2534.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100097,0,Cash loans,F,N,N,0,135000.0,238500.0,202500.0,8000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009866,-9657,-1083,-2974.0,-3685,,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.434048,0.637134,0.0684,0.0677,0.0835,0.0849,0.1034,0.1084,0.0195,0.0552,0.0866,0.0721,0.0903,0.078,0.0984,0.0841,0.0495,0.1309,0.0962,0.1232,0.0649,0.0571,0.0606,0.1032,0.1222,0.1065,0.1518,0.0529,0.1171,0.0372,0.1077,0.0739,0.0486,0.0951,0.1074,0.0947,0.1028,0.1154,0.0794,0.0469,0.0473,0.0709,0.135,0.0991,reg oper account,block of flats,0.0464,,No,0.0,0.0,0.0,0.0,-1304.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
100098,0,Cash loans,F,N,Y,0,108000.0,328500.0,256500.0,27000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025601,-20371,-543,-4106.0,-3380,,1,1,1,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.936052,0.312309,0.6167,0.3663,0.3278,0.3845,0.3687,0.4074,0.4228,0.2764,0.284,0.2761,0.4185,0.3872,0.4258,0.418,0.3975,0.3602,0.1814,0.1971,0.1825,0.3283,0.323,0.2947,0.3997,0.3957,0.4191,0.315,0.296,0.2793,0.4486,0.4515,0.4026,0.4467,0.4237,0.4713,0.2418,0.2831,0.2408,0.3597,0.3492,0.3695,0.2451,0.2488,0.2834,reg oper account,block of flats,,,No,1.0,0.0,1.0,0.0,-3931.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,5.0
100099,0,Cash loans,F,N,Y,2,387000.0,778500.0,679500.0,59500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.022005,-20597,365243,-3271.0,-4801,,1,0,1,1,0,0,,4.0,2,2,FRIDAY,14,0,0,0,0,0,0,Other,0.635538,0.42753,0.624119,0.6661,0.6656,0.6984,0.7465,0.7619,0.7793,0.8185,0.8669,0.8268,0.5826,0.5961,0.5713,0.4924,0.5124,0.4938,0.6082,0.6323,0.5978,0.4598,0.4411,0.466,0.8104,0.7876,0.7732,0.8845,0.8824,0.8944,0.4296,0.4156,0.3937,0.7392,0.7369,0.7029,0.7477,0.726,0.7251,0.7647,0.759,0.7079,0.8853,0.8778,0.8665,,,,Wooden,No,1.0,0.0,1.0,0.0,-2127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100100,0,Revolving loans,F,N,Y,0,108000.0,301500.0,283500.0,16500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.040174,-20893,365243,-7837.0,-621,,1,0,1,1,0,0,Laborers,1.0,1,1,SUNDAY,14,0,0,0,0,0,0,XNA,,0.705001,0.204479,0.4136,0.3752,0.4036,0.5137,0.534,0.4921,0.3302,0.3183,0.2919,0.4128,0.4161,0.3892,0.3018,0.2966,0.2688,0.3658,0.342,0.3714,0.5326,0.5392,0.5343,0.3006,0.3176,0.2747,0.2686,0.2771,0.2598,0.4314,0.413,0.4356,0.408,0.3959,0.4476,0.4248,0.492,0.469,0.3633,0.3747,0.3458,0.2986,0.2413,0.3187,,block of flats,,,,0.0,0.0,0.0,0.0,-128.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,1.0
100101,0,Revolving loans,F,Y,Y,0,135000.0,1048500.0,837000.0,31500.0,Group of people,Working,Secondary / secondary special,Married,House / apartment,0.03672,-21762,-1341,-5693.0,-2356,8.0,1,1,0,1,0,0,HR staff,1.0,1,1,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.560656,0.754817,0.5647,0.5479,0.5302,0.526,0.4921,0.526,0.5028,0.5469,0.5655,0.6829,0.7093,0.64,0.7278,0.7194,0.7354,0.6397,0.6127,0.6169,0.9061,0.8566,0.9,0.8722,0.8913,0.8673,0.6138,0.6284,0.6164,0.8564,0.7591,0.8344,0.6682,0.7136,0.6817,0.6825,0.7248,0.71,0.7735,0.7837,0.8052,0.8252,0.8418,0.8264,,,,"Stone, brick",,2.0,0.0,2.0,1.0,-3517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0
100102,0,Cash loans,F,N,Y,0,220500.0,612000.0,567000.0,31000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019674,-16163,-981,-2568.0,-1622,,1,1,0,1,0,0,Sales staff,2.0,2,2,SUNDAY,13,0,0,0,0,0,0,Other,,0.713994,0.809271,0.3406,0.3484,0.3094,0.2699,0.2201,0.2199,0.3522,0.2932,0.355,0.4295,0.4278,0.4325,0.4113,0.4243,0.4129,0.2639,0.2293,0.2685,0.1975,0.1834,0.2158,0.3712,0.3524,0.3716,0.3774,0.3774,0.3971,0.2077,0.2238,0.1939,0.237,0.2405,0.2282,0.2734,0.2755,0.2766,0.2365,0.2178,0.2112,0.419,0.363,0.3576,reg oper account,block of flats,,,,1.0,0.0,1.0,0.0,-3740.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,2.0
100103,0,Cash loans,M,N,Y,1,76500.0,441000.0,396000.0,18500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.013404,-14971,-1776,-4499.0,-5072,,1,1,0,1,0,0,Core staff,3.0,2,3,TUESDAY,7,0,0,0,0,0,0,Government,,0.393264,0.398325,0.211,0.165,0.2113,0.2756,0.2856,0.2664,0.1396,0.1376,0.1247,0.2024,0.1772,0.2257,0.1914,0.1553,0.1844,0.1798,0.1963,0.1976,0.1953,0.2064,0.1934,0.2652,0.211,0.2787,0.1462,0.1364,0.1709,0.1891,0.2399,0.2185,0.2494,0.204,0.1972,0.1638,0.1324,0.1395,0.285,0.2514,0.2638,0.1901,0.2284,0.1811,reg oper account,,,Panel,,1.0,0.0,1.0,0.0,-2554.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100104,0,Revolving loans,F,Y,Y,0,216000.0,1939500.0,1710000.0,65500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.051213,-21472,365243,-3428.0,-1013,7.0,1,0,0,1,1,0,Laborers,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Bank,0.142882,0.154802,,0.2359,0.2832,0.2321,0.376,0.4175,0.4532,0.3157,0.3378,0.3162,0.4747,0.4302,0.4192,0.3091,0.2791,0.3099,0.2513,0.2117,0.2344,0.2831,0.2865,0.3211,0.4304,0.4347,0.4437,0.2678,0.2537,0.2434,0.3916,0.4281,0.372,0.2751,0.2212,0.2547,0.396,0.3688,0.3858,0.2875,0.3142,0.2912,0.3703,0.4049,0.3972,reg oper account,,0.4461,,,3.0,0.0,3.0,0.0,-4002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,3.0
100105,1,Cash loans,F,N,N,0,202500.0,778500.0,702000.0,23000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.012599,-9239,-321,-24.0,-363,,1,1,0,1,0,0,Drivers,1.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.322244,0.219417,0.194,0.1372,0.1695,0.2839,0.2564,0.2557,0.3422,0.3539,0.3266,0.3635,0.3403,0.3341,0.3112,0.3422,0.3273,0.1954,0.1821,0.2325,0.2651,0.353,0.3426,0.2866,0.332,0.3065,0.1042,0.1505,0.2031,0.361,0.3674,0.3216,0.3392,0.3124,0.3389,0.2419,0.2266,0.2174,0.2751,0.2446,0.2577,0.2168,0.2188,0.2415,,block of flats,0.1551,,,3.0,0.0,3.0,0.0,-541.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100106,0,Cash loans,F,N,Y,0,297000.0,2002500.0,1696500.0,104000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.004584,-18825,-5612,-9356.0,-5549,,1,1,0,1,1,0,,1.0,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.633327,0.365185,0.3969,0.395,0.3645,0.2756,0.3134,0.3125,0.4008,0.3952,0.3752,0.2105,0.2289,0.2519,0.3112,0.2931,0.3601,0.2321,0.226,0.2328,0.2909,0.329,0.3316,0.1985,0.189,0.1844,0.3158,0.331,0.3224,0.2797,0.243,0.2091,0.2725,0.2702,0.29,0.3828,0.3641,0.3511,0.2945,0.2733,0.3159,0.2058,0.217,0.1933,,,,,,1.0,0.0,1.0,0.0,-872.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,3.0
100107,0,Cash loans,F,N,Y,0,238500.0,1246500.0,1147500.0,39000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.005907,-19240,-1767,-4999.0,-2377,,1,1,1,1,0,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.33931,0.326803,0.368065,0.1991,0.2157,0.2076,0.1358,0.1354,0.1559,0.1557,0.1848,0.1508,0.1721,0.2001,0.198,0.1811,0.2127,0.1993,0.1989,0.1671,0.1774,0.1218,0.1207,0.1227,0.1973,0.1759,0.1762,0.1328,0.1553,0.1076,0.0947,0.1458,0.1629,0.1424,0.1627,0.1249,0.1902,0.2032,0.1549,0.1947,0.1938,0.167,0.0861,0.1706,0.1565,,,,,,1.0,0.0,1.0,0.0,-2103.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
100108,0,Cash loans,F,Y,Y,1,301500.0,1255500.0,1174500.0,67500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00687,-15892,-1162,-5508.0,-4771,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,16,0,0,0,0,0,1,Self-employed,0.178545,0.346285,0.422269,0.5537,0.5644,0.5557,0.5339,0.5391,0.5312,0.3982,0.3971,0.4088,0.4972,0.5345,0.5152,0.4488,0.4138,0.4075,0.3916,0.36,0.3635,0.4093,0.3881,0.3846,0.3984,0.3938,0.3723,0.4726,0.5061,0.4736,0.4072,0.3732,0.4058,0.3244,0.3213,0.3553,0.5626,0.5291,0.574,0.2615,0.2689,0.266,0.487,0.5228,0.5344,,block of flats,0.3943,,No,1.0,0.0,1.0,0.0,-1495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,3.0
100109,1,Cash loans,M,N,N,0,139500.0,823500.0,769500.0,28000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.027055,-13196,-239,-3055.0,-1399,,1,1,0,1,1,0,,2.0,3,3,WEDNESDAY,11,0,0,0,0,1,1,Self-employed,,0.600413,0.486655,0.2718,0.2654,0.2712,0.2435,0.1802,0.2112,0.3219,0.3441,0.3256,0.3018,0.3089,0.3415,0.3673,0.3765,0.3803,0.2518,0.2858,0.2914,0.3713,0.3712,0.3938,0.2272,0.2205,0.1915,0.2606,0.2933,0.2623,0.3011,0.3182,0.3093,0.3494,0.3709,0.3976,0.3046,0.3404,0.3138,0.2376,0.2549,0.3252,0.1621,0.2064,0.2087,,,,,No,2.0,0.0,2.0,0.0,-90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
100110,0,Cash loans,M,Y,Y,0,90000.0,967500.0,805500.0,41000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0725,-23712,365243,-8663.0,-4205,,1,0,0,1,0,0,High skill tech staff,2.0,3,3,MONDAY,18,0,0,0,0,0,0,Construction,,0.411425,0.818874,0.0812,0.1405,0.1006,0.0699,0.0732,0.1087,0.1376,0.1185,0.1106,0.161,0.1157,0.1837,0.12,0.1238,0.1221,0.0849,0.0826,0.0695,0.1945,0.1457,0.1985,0.1771,0.1905,0.1539,0.1164,0.1178,0.0738,0.1997,0.2208,0.2021,0.1576,0.1576,0.1852,0.14,0.1777,0.1734,0.1523,0.1175,0.146,0.1436,0.1233,0.1146,reg oper account,,,Panel,No,2.0,0.0,2.0,0.0,-1882.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,1.0
100111,0,Cash loans,F,Y,Y,0,468000.0,1287000.0,1170000.0,34000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.005279,-20704,-426,-1685.0,-5553,,1,1,0,1,0,0,,2.0,3,3,FRIDAY,17,0,0,0,1,0,0,Trade: type 7,0.759379,0.604158,0.485947,0.279,0.3048,0.2691,0.164,0.1294,0.1445,0.1218,0.118,0.095,0.1629,0.163,0.184,0.1506,0.133,0.162,0.2375,0.2131,0.2105,0.2618,0.276,0.2444,0.2563,0.2567,0.2715,0.259,0.2031,0.2286,0.2404,0.2548,0.2502,0.1694,0.1513,0.1783,0.1912,0.1868,0.1908,0.2518,0.2359,0.2275,0.1397,0.1185,0.1549,,block of flats,0.2201,,,1.0,2.0,1.0,0.0,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100112,0,Cash loans,F,Y,Y,0,63000.0,144000.0,117000.0,3500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.011511,-9920,-3346,-3048.0,-4579,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,0,Self-employed,0.184719,0.274628,0.421401,0.1686,0.1902,0.1954,0.2051,0.1928,0.2069,0.1584,0.1532,0.1647,0.1148,0.093,0.1136,0.144,0.0952,0.0827,0.1804,0.1332,0.1827,0.1934,0.1949,0.1969,0.2018,0.1733,0.1881,0.1631,0.1373,0.1595,0.1768,0.1794,0.212,0.1787,0.2033,0.1755,0.1767,0.1413,0.1118,0.1894,0.1159,0.1759,0.1198,0.096,0.0788,,,0.2239,,No,2.0,0.0,2.0,0.0,-895.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100113,1,Cash loans,M,Y,Y,0,67500.0,148500.0,130500.0,4500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019761,-12102,-5528,-1796.0,-1766,0.0,1,1,0,1,0,0,Accountants,1.0,3,3,THURSDAY,12,0,0,0,0,0,0,Industry: type 3,,0.257445,0.496347,0.1578,0.1155,0.1598,0.1001,0.0662,0.0847,0.1073,0.1063,0.1613,0.1102,0.0788,0.0835,0.0832,0.0797,0.112,0.1482,0.127,0.0989,0.0715,0.0695,0.0762,0.1175,0.0859,0.128,0.1096,0.0917,0.1037,0.1314,0.137,0.1474,0.1174,0.1525,0.085,0.1564,0.1598,0.1179,0.1512,0.1331,0.1504,0.1203,0.0626,0.0494,,block of flats,,Others,,3.0,0.0,3.0,0.0,-3279.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,3.0
100114,0,Cash loans,F,Y,Y,0,202500.0,1363500.0,1062000.0,36500.0,Children,Working,Secondary / secondary special,Widow,House / apartment,0.048752,-17234,-499,-9490.0,-3607,,1,1,0,1,0,0,,2.0,2,2,SUNDAY,11,0,0,0,0,1,0,XNA,0.224726,0.238841,0.187684,0.5259,0.55,0.5501,0.7947,0.8242,0.8374,0.6465,0.6554,0.6364,0.4505,0.4375,0.4408,0.5858,0.5391,0.5517,0.3633,0.3816,0.3434,0.4772,0.5296,0.4949,0.4366,0.4673,0.4847,0.5572,0.539,0.5452,0.4884,0.4735,0.4521,0.5791,0.6124,0.6203,0.4801,0.4685,0.4453,0.4855,0.5047,0.5292,0.4345,0.4465,0.4279,,block of flats,0.8581,"Stone, brick",No,2.0,1.0,2.0,0.0,-648.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
100115,0,Cash loans,F,Y,Y,0,360000.0,2614500.0,2142000.0,185500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.011473,-19539,-5790,-9604.0,-4988,1.0,1,1,0,1,1,0,Sales staff,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Medicine,,0.325721,0.1512,0.4456,0.4531,0.4009,0.2228,0.2221,0.2529,0.3669,0.346,0.363,0.2498,0.2363,0.2592,0.2461,0.2649,0.2281,0.4295,0.4247,0.3978,0.4443,0.464,0.4855,0.4704,0.4872,0.4655,0.4404,0.4546,0.45,0.3812,0.3613,0.3818,0.2435,0.2454,0.259,0.4851,0.472,0.4882,0.2563,0.2407,0.2864,0.3355,0.302,0.3479,,,,"Stone, brick",,1.0,0.0,1.0,0.0,-2560.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
